Delito,Provincia,Cantidad,Mes,Ao
Difamaci�n Por Alta Tecnolog�a (articulo 21),Santo Domingo Oeste,11,Enero,2019
Escandalo Residencia,Santo Domingo Oeste,1,Enero,2019
Estafa Agravada (405 P�rrafo),Santo Domingo Oeste,2,Enero,2019
Estafa Con Uso Alta Tecnolog�a (articulo 15),Santo Domingo Oeste,11,Enero,2019
Estafa Simple (405),Santo Domingo Oeste,43,Enero,2019
Falsedad Escritura Privada (150),Santo Domingo Oeste,1,Enero,2019
"Falsificaci�n Sellos, Timbres, Billetes Y Otros (139)",Santo Domingo Oeste,1,Enero,2019
Golpes Contra Un Servidor P�blico En Funciones (230),Santo Domingo Oeste,1,Enero,2019
Golpes Y Heridas (309),Santo Domingo Oeste,104,Enero,2019
Golpes Y Heridas (320),Santo Domingo Oeste,19,Enero,2019
Homicidio,Santo Domingo Oeste,1,Enero,2019
Homicidio (295),Santo Domingo Oeste,10,Enero,2019
Homicidio Agravado (304),Santo Domingo Oeste,1,Enero,2019
Incautaci�n Bienes Muebles (35-B),Santo Domingo Oeste,1,Enero,2019
Incendio (434 P�rrafo),Santo Domingo Oeste,1,Enero,2019
Incesto,Santo Domingo Oeste,2,Enero,2019
Incumplimiento A Orden De Alejamiento,Santo Domingo Oeste,1,Enero,2019
Indemnizaci�n Autor De Obras Literarias Falsificadas (429),Santo Domingo Oeste,5,Enero,2019
Injuria Publica Por Alta Tecnolog�a (articulo 22),Santo Domingo Oeste,1,Enero,2019
Insultos A La Autoridad P�blica (222),Santo Domingo Oeste,1,Enero,2019
Intento Agresi�n,Santo Domingo Oeste,55,Enero,2019
Intento De Robo (379),Santo Domingo Oeste,4,Enero,2019
Investigar Denuncias Delitos Alta Tecnolog�a (articulo 45 Literal B)),Santo Domingo Oeste,4,Enero,2019
Investigar Denuncias Delitos Alta Tecnolog�a(art�culo 38 Literal B) (articulo 38 Literal B)),Santo Domingo Oeste,1,Enero,2019
Juegos De Azar Ilegales (410),Santo Domingo Oeste,1,Enero,2019
Ley 136-03 (art. 396).,Santo Domingo Oeste,1,Enero,2019
Ley 136-03 (art. 396-A).,Santo Domingo Oeste,22,Enero,2019
Ley 136-03 (art. 396-B).,Santo Domingo Oeste,1,Enero,2019
Ley 136-03 C�digo Del Menor (articulo 63 Literal G)),Santo Domingo Oeste,14,Enero,2019
Ley 24-97 (309-3 Numeral D).,Santo Domingo Oeste,2,Enero,2019
Ley 24-97 (309-3 Numeral E).,Santo Domingo Oeste,2,Enero,2019
Ley 24-97 (art. 309-3 Numeral A).,Santo Domingo Oeste,5,Enero,2019
Ley 24-97(309-1),Santo Domingo Oeste,12,Enero,2019
Ley 24-97(309-2),Santo Domingo Oeste,53,Enero,2019
Ley 24-97(309-3),Santo Domingo Oeste,28,Enero,2019
Ley 24-97(331),Santo Domingo Oeste,2,Enero,2019
Ley 65-00,Santo Domingo Oeste,1,Enero,2019
"Ley 65-00, 20-00 (articulo 63 Literal E))",Santo Domingo Oeste,1,Enero,2019
Ni�as Y Adolescente,Santo Domingo Oeste,3,Enero,2019
Objeto Ley Delitos De Alta Tecnolog�a (articulo 1),Santo Domingo Oeste,2,Enero,2019
Oralidad,Santo Domingo Oeste,1,Enero,2019
Penetraci�n A La Vivienda De La Ex Pareja,Santo Domingo Oeste,6,Enero,2019
Perdida C�dula,Santo Domingo Oeste,1,Enero,2019
Perdida De Tarjeta Debito,Santo Domingo Oeste,1,Enero,2019
Porte Armas Blancas Lugares P�blicos (54),Santo Domingo Oeste,1,Enero,2019
Precauciones Con Animales (articulo 124),Santo Domingo Oeste,1,Enero,2019
Reo De Fuller�a - Ley 36-00 (art. 401 P�rrafo Ii),Santo Domingo Oeste,1,Enero,2019
Revelacion Autoridades Asociacion Malhechores (266 P�rrafo),Santo Domingo Oeste,1,Enero,2019
Ri�a,Santo Domingo Oeste,7,Enero,2019
Robo (379),Santo Domingo Oeste,66,Enero,2019
Robo A Empleador O A Padres De Crianza (386 Numeral 3),Santo Domingo Oeste,6,Enero,2019
Robo Agravado (381),Santo Domingo Oeste,4,Enero,2019
Robo Agravado Con Armas (385),Santo Domingo Oeste,1,Enero,2019
Robo Agravado En Edificios (384),Santo Domingo Oeste,4,Enero,2019
Robo Con Asociaci�n De Malhechores (385),Santo Domingo Oeste,3,Enero,2019
Robo Con Llaves Falsas (399),Santo Domingo Oeste,1,Enero,2019
Robo Con Violencia (382),Santo Domingo Oeste,1,Enero,2019
Robo En Caminos P�blicos (383),Santo Domingo Oeste,1,Enero,2019
Robo Identidad Uso Alta Tecnolog�a (articulo 17),Santo Domingo Oeste,3,Enero,2019
Robo Simple (379),Santo Domingo Oeste,1,Enero,2019
Sanci�n Al Robo Con Circunstancias Agravantes (384),Santo Domingo Oeste,1,Enero,2019
Sancion Asociacion Malhechores (266),Santo Domingo Oeste,7,Enero,2019
Sancion Complicidad Asociacion Malhechores (267),Santo Domingo Oeste,2,Enero,2019
Sancion Falsificacion Sellos,Santo Domingo Oeste,1,Enero,2019
Secuestro,Santo Domingo Oeste,1,Enero,2019
Sicariato,Santo Domingo Oeste,1,Enero,2019
Sustracci�n De Menor De Edad,Santo Domingo Oeste,13,Enero,2019
Sustracci�n De Menores (355   356   357),Santo Domingo Oeste,1,Enero,2019
Tentativa De Crimen De Homicidio (2),Santo Domingo Oeste,4,Enero,2019
Tentativa De Homicidio,Santo Domingo Oeste,8,Enero,2019
Timbres,Santo Domingo Oeste,1,Enero,2019
Trabajo Pagado No Realizado (1),Santo Domingo Oeste,26,Enero,2019
Trabajo Realizado No Pagado (2),Santo Domingo Oeste,13,Enero,2019
Uso Marcas Falsificadas (142),Santo Domingo Oeste,3,Enero,2019
Violac,Santo Domingo Oeste,1,Enero,2019
Violaci�n De Propiedad Privada,Santo Domingo Oeste,25,Enero,2019
Violaci�n Sexual,Santo Domingo Oeste,8,Enero,2019
"Violaci�n Sexual, Ley 24-97(331)",Santo Domingo Oeste,1,Enero,2019
Violencia Armas De Fuego (85-D),Santo Domingo Oeste,1,Enero,2019
Violencia Contra La Mujer,Santo Domingo Oeste,31,Enero,2019
"Violencia Contra La Mujer, Ley 24-97(309-1)",Santo Domingo Oeste,2,Enero,2019
Violencia Delante De Ni�os,Santo Domingo Oeste,5,Enero,2019
Violencia Dom�stica O Intrafamiliar,Santo Domingo Oeste,111,Enero,2019
"Violencia Dom�stica O Intrafamiliar, Ley 24-97(309-2)",Santo Domingo Oeste,6,Enero,2019
Violencia Intrafamiliar,Santo Domingo Oeste,285,Enero,2019
 Ley 136-03 (art. 396).,Valverde,2,Enero,2019
 Ley 24-97 (309-3 Numeral E).,Valverde,1,Enero,2019
 Ley 24-97(309-1),Valverde,2,Enero,2019
 Ley 24-97(309-2),Valverde,5,Enero,2019
 Ley 24-97(333-2),Valverde,1,Enero,2019
Abuso De Confianza (408),Valverde,3,Enero,2019
Abuso De Firma En Blanco (407),Valverde,1,Enero,2019
Abuso F�sico A Menores (articulo 396-A),Valverde,1,Enero,2019
Abuso Ocasionado Contra Ni�os,Valverde,2,Enero,2019
"Abuso Ocasionado Contra Ni�os, Ni�as Y Adolescente, Ley 136-03 (art. 396).",Valverde,2,Enero,2019
Acceso Il�cito De Delitos De Alta Tecnolog�a (art�culo 6),Valverde,3,Enero,2019
Acoso Sexual,Valverde,2,Enero,2019
"Acoso Sexual, Ley 24-97(333-2)",Valverde,2,Enero,2019
Agravantes De Violencia Intrafamiliar,Valverde,5,Enero,2019
"Agravantes De Violencia Intrafamiliar, Ley 24-97(309-3)",Valverde,6,Enero,2019
Agravantes Por Premeditaci�n Y Muerte (310),Valverde,1,Enero,2019
Agresi�n Fisica,Valverde,3,Enero,2019
Agresi�n Sexual Calificada (333),Valverde,1,Enero,2019
Amenaza (305),Valverde,32,Enero,2019
Amenaza Agravada (307),Valverde,6,Enero,2019
Amenaza De Muerte O Destrucci�n De Bienes,Valverde,1,Enero,2019
Control De Uso De Armas Ley No. 631-16,Valverde,3,Enero,2019
Cuantificaci�n Distribuci�n Coca�na (5-A),Valverde,18,Enero,2019
Cuantificaci�n Simple Posesi�n Coca�na (5-A),Valverde,1,Enero,2019
Cuantificaci�n Simple Posesi�n Marihuana (6-A),Valverde,15,Enero,2019
Cuantificaci�n Tr�fico Droga (5-A),Valverde,2,Enero,2019
Definicion Asociacion Malhechores (265),Valverde,1,Enero,2019
Definici�n Asociaci�n Malhechores (265),Valverde,3,Enero,2019
Delito De Portaci�n Y Uso Ilegal De Armas De Fuego - Ley De Armas 631-16 (67),Valverde,1,Enero,2019
Delito De Tenencia Ilegal De Armas - Ley De Armas 631-16 (66),Valverde,1,Enero,2019
Distribuidor O Vendedor De Droga (4-B),Valverde,10,Enero,2019
Estafa,Valverde,2,Enero,2019
Estafa Agravada (405 P�rrafo),Valverde,3,Enero,2019
Estafa Simple (405),Valverde,3,Enero,2019
Golpes Y Heridas (309),Valverde,10,Enero,2019
Intento De Robo (379),Valverde,2,Enero,2019
Investigar Denuncias Delitos Alta Tecnolog�a (articulo 45 Literal B)),Valverde,1,Enero,2019
Ley 24-97(309-1),Valverde,7,Enero,2019
Ley 24-97(309-2),Valverde,2,Enero,2019
Ley 24-97(309-3),Valverde,5,Enero,2019
Ley 24-97(333-2),Valverde,1,Enero,2019
Ni�as Y Adolescente,Valverde,2,Enero,2019
Robo (379),Valverde,28,Enero,2019
Robo Agravado (381),Valverde,1,Enero,2019
Robo Agravado Con Armas (385),Valverde,1,Enero,2019
Robo Agravado En Edificios (384),Valverde,7,Enero,2019
Robo Calificado (386),Valverde,5,Enero,2019
Robo Con Violencia (382),Valverde,4,Enero,2019
Robo No Especificado (401),Valverde,1,Enero,2019
Sanci�n Al Robo Con Circunstancias Agravantes (384),Valverde,1,Enero,2019
Sancion Asociacion Malhechores (266),Valverde,3,Enero,2019
Sanci�n Asociaci�n Malhechores (266),Valverde,1,Enero,2019
Sancion Complicidad Asociacion Malhechores (267),Valverde,1,Enero,2019
Sanci�n Distribuidores Droga (75 P�rrafo I),Valverde,6,Enero,2019
Sanci�n Simple Posesi�n Droga (75),Valverde,19,Enero,2019
Sanci�n Traficante Droga (75 P�rrafo Ii),Valverde,6,Enero,2019
Simple Poseedor De Droga (4-A),Valverde,15,Enero,2019
Tentativa De Robo (2),Valverde,1,Enero,2019
Trabajo Pagado No Realizado (1),Valverde,3,Enero,2019
Trabajo Realizado No Pagado (2),Valverde,1,Enero,2019
Traficante De Droga (4-D),Valverde,5,Enero,2019
Violaci�n De Propiedad Privada,Valverde,3,Enero,2019
Violencia Contra La Mujer,Valverde,9,Enero,2019
"Violencia Contra La Mujer, Ley 24-97(309-1)",Valverde,8,Enero,2019
Violencia Dom�stica O Intrafamiliar,Valverde,7,Enero,2019
"Violencia Dom�stica O Intrafamiliar, Ley 24-97(309-2)",Valverde,5,Enero,2019
 Ley 136-03 (art. 396-A).,Azua,8,Febrero,2019
 Ley 136-03 (art. 396-B).,Azua,2,Febrero,2019
 Ley 24-97 (309-3 Numeral D).,Azua,1,Febrero,2019
 Ley 24-97(309-1),Azua,8,Febrero,2019
 Ley 24-97(309-2),Azua,38,Febrero,2019
 Ley 24-97(330),Azua,2,Febrero,2019
Abandono A Padres O Tutores De Un Menor (351-2),Azua,2,Febrero,2019
Abuso De Confianza (408),Azua,5,Febrero,2019
Abuso F�sico A Menores (articulo 396-A),Azua,9,Febrero,2019
Agresi�n Fisica,Azua,70,Febrero,2019
Agresi�n Psicologica,Azua,3,Febrero,2019
Agresi�n Sexual Calificada (333),Azua,1,Febrero,2019
Agresi�n Sexual Con Coerci�n,Azua,3,Febrero,2019
Agresi�n Verbal,Azua,57,Febrero,2019
Amenaza Agravada (307),Azua,14,Febrero,2019
Atraco,Azua,4,Febrero,2019
C�mplice De Un Crimen O Delito (s 59),Azua,1,Febrero,2019
Condiciones Porte De Armas/ Fabricacion (3),Azua,2,Febrero,2019
Control De Uso De Armas Ley No. 631-16,Azua,16,Febrero,2019
Cuando Se Ocasionan Abusos F�sicos,Azua,10,Febrero,2019
Cuando Se Ocasionan Abusos Psicol�gicos,Azua,3,Febrero,2019
Cuantificaci�n Distribuci�n Coca�na (5-A),Azua,31,Febrero,2019
Cuantificaci�n Distribuci�n Droga (4-E),Azua,1,Febrero,2019
Cuantificaci�n Simple Posesi�n Coca�na (5-A),Azua,7,Febrero,2019
Cuantificaci�n Simple Posesi�n Marihuana (6-A),Azua,46,Febrero,2019
Cuantificaci�n Tr�fico Droga (5-A),Azua,5,Febrero,2019
Definici�n Asociaci�n Malhechores (265),Azua,4,Febrero,2019
Definici�n Trafico Il�cito Migrante (articulo 1-F),Azua,1,Febrero,2019
Delito De Tenencia Ilegal De Armas - Ley De Armas 631-16 (66),Azua,14,Febrero,2019
Delitos Telecomunicaciones (articulo 26),Azua,1,Febrero,2019
Destrucci�n De Construcciones Privadas (437),Azua,1,Febrero,2019
Elementos Para Que Haya Complicidad (s 60),Azua,1,Febrero,2019
Estafa Agravada (405 P�rrafo),Azua,7,Febrero,2019
Estupro (331),Azua,1,Febrero,2019
Golpes Y Heridas (309),Azua,12,Febrero,2019
Homicidio (295),Azua,7,Febrero,2019
Homicidio Agravado (304),Azua,2,Febrero,2019
Homicidio Voluntario (295),Azua,1,Febrero,2019
Incendio (434 P�rrafo),Azua,1,Febrero,2019
Incesto,Azua,1,Febrero,2019
Intento De Robo (379),Azua,2,Febrero,2019
Ley 137-03 Trata Persona (articulo 63 Literal F)),Azua,2,Febrero,2019
Ley 24-97(309-1),Azua,10,Febrero,2019
Ley 24-97(309-2),Azua,102,Febrero,2019
Ley 24-97(331),Azua,2,Febrero,2019
Pago De Multa Impuesta Por Infracci�n (articulo 183),Azua,2,Febrero,2019
Robo (379),Azua,101,Febrero,2019
Robo Agravado (381),Azua,6,Febrero,2019
Robo Agravado En Edificios (384),Azua,4,Febrero,2019
Robo Con Asociaci�n De Malhechores (385),Azua,7,Febrero,2019
Robo Con Fracturas Interiores (396),Azua,2,Febrero,2019
Robo Con Violencia (382),Azua,8,Febrero,2019
Robo De Animales En Los Campos (388),Azua,6,Febrero,2019
Robo En Caminos P�blicos (383),Azua,37,Febrero,2019
Sanci�n Traficante Droga (75 P�rrafo Ii),Azua,36,Febrero,2019
Seducci�n,Azua,6,Febrero,2019
Tentativa De Estupro (331),Azua,2,Febrero,2019
Tentativa De Homicidio,Azua,3,Febrero,2019
Trabajo Pagado No Realizado (1),Azua,2,Febrero,2019
Uso De Datos Por Acceso Il�cito De Delitos De Alta Tecnolog�a (art�culo 6 Literal I),Azua,1,Febrero,2019
Violaci�n De Propiedad Privada,Azua,6,Febrero,2019
Violaci�n Sexual,Azua,5,Febrero,2019
Violencia Contra La Mujer,Azua,18,Febrero,2019
Violencia De G�nero,Azua,7,Febrero,2019
Violencia Delante De Ni�os,Azua,2,Febrero,2019
Violencia Dom�stica O Intrafamiliar,Azua,72,Febrero,2019
Violencia Intrafamiliar,Azua,68,Febrero,2019
"Violencia Intrafamiliar, Ley 24-97(309-2)",Azua,1,Febrero,2019
 Ley 24-97(309-1),Bahoruco,17,Febrero,2019
 Ley 24-97(309-2),Bahoruco,71,Febrero,2019
Abuso De Confianza (408),Bahoruco,8,Febrero,2019
Abuso F�sico A Menores (articulo 396-A),Bahoruco,1,Febrero,2019
Abuso Sexual,Bahoruco,2,Febrero,2019
Acoso Sexual,Bahoruco,3,Febrero,2019
Agresi�n Sexual,Bahoruco,2,Febrero,2019
Amenaza (305),Bahoruco,19,Febrero,2019
Cuantificaci�n Distribuci�n Coca�na (5-A),Bahoruco,13,Febrero,2019
Cuantificaci�n Simple Posesi�n Marihuana (6-A),Bahoruco,10,Febrero,2019
Cuantificaci�n Tr�fico Droga (5-A),Bahoruco,2,Febrero,2019
Da�os A La Cosa Ajena (479 {contravenci�n}),Bahoruco,8,Febrero,2019
Delito De Portaci�n Y,Bahoruco,1,Febrero,2019
Delito De Portaci�n Y Uso Ilegal De Armas De Fuego - Ley De Armas 631-16 (67),Bahoruco,6,Febrero,2019
Delito De Tenencia Ilegal De Armas - Ley De Armas 631-16 (66),Bahoruco,9,Febrero,2019
Distribuidor O Vendedor De Droga (4-B),Bahoruco,8,Febrero,2019
Estafa Simple (405),Bahoruco,3,Febrero,2019
Golpes Y Heridas (309),Bahoruco,19,Febrero,2019
Homicidio (295),Bahoruco,4,Febrero,2019
Homicidio Agravado (304),Bahoruco,1,Febrero,2019
Intento Agresi�n,Bahoruco,4,Febrero,2019
Intento De Estafa (2),Bahoruco,1,Febrero,2019
Ley 24-97(309-1),Bahoruco,45,Febrero,2019
Ley 24-97(309-2),Bahoruco,3,Febrero,2019
Muerte De Animales Dom�sticos (454),Bahoruco,1,Febrero,2019
Robo (379),Bahoruco,15,Febrero,2019
Robo Agravado En Edificios (384),Bahoruco,1,Febrero,2019
Robo Identidad Uso Alta Tecnolog�a (articulo 17),Bahoruco,1,Febrero,2019
Sanci�n Distribuidores Droga (75 P�rrafo I),Bahoruco,8,Febrero,2019
Sanci�n Simple Posesi�n Droga (75),Bahoruco,1,Febrero,2019
Sanci�n Traficante Droga (75 P�rrafo Ii),Bahoruco,8,Febrero,2019
Seducci�n,Bahoruco,3,Febrero,2019
Simple Poseedor De Droga (4-A),Bahoruco,2,Febrero,2019
Trabajo Pagado No Realizado (1),Bahoruco,10,Febrero,2019
Traficante De Droga (4-D),Bahoruco,8,Febrero,2019
Violaci�n De Propiedad Privada,Bahoruco,6,Febrero,2019
Violencia Contra La Mujer,Bahoruco,62,Febrero,2019
Violencia Dom�stica O Intrafamiliar,Bahoruco,70,Febrero,2019
Violencia Intrafamiliar,Bahoruco,4,Febrero,2019
 C�digo Penal Dominicano (art. 308).,Barahona,3,Febrero,2019
 Ley 136-03 (art. 396).,Barahona,6,Febrero,2019
 Ley 136-03 (art. 396-B).,Barahona,4,Febrero,2019
 Ley 136-03 (art. 396-C).,Barahona,6,Febrero,2019
 Ley 24-97 (309-3 Numeral E).,Barahona,45,Febrero,2019
 Ley 24-97 (art. 309-3 Numeral A).,Barahona,1,Febrero,2019
 Ley 24-97(309-1),Barahona,10,Febrero,2019
 Ley 24-97(309-2),Barahona,73,Febrero,2019
 Ley 24-97(331),Barahona,3,Febrero,2019
 Ley 24-97(333),Barahona,2,Febrero,2019
 Ley 24-97(333-2),Barahona,3,Febrero,2019
 Salvo Casos Violencia (311 P�rrafo Ii { Correccional}),Barahona,2,Febrero,2019
Abandono De Los Padres Sin Motivo (357-3),Barahona,1,Febrero,2019
Abuso De Confianza (408),Barahona,11,Febrero,2019
Abuso F�sico A Menores (articulo 396-A),Barahona,7,Febrero,2019
Abuso Ocasionado Contra Ni�os,Barahona,13,Febrero,2019
Abuso Psicol�gico A Menores (articulo 396-B),Barahona,5,Febrero,2019
Abuso Sexual A Menores (articulo 396-C),Barahona,1,Febrero,2019
Acoso Sexual,Barahona,12,Febrero,2019
Agente Ilegal Droga (85-E),Barahona,3,Febrero,2019
Agresi�n Fisica,Barahona,47,Febrero,2019
Agresi�n Psicologica,Barahona,2,Febrero,2019
Agresi�n Sexual,Barahona,8,Febrero,2019
Agresi�n Sexual Sin Violaci�n,Barahona,3,Febrero,2019
Agresi�n Verbal,Barahona,36,Febrero,2019
Alteraci�n O Falsificaci�n Cheque (66-D),Barahona,1,Febrero,2019
Amenaza (305),Barahona,153,Febrero,2019
Amenaza Con Orden O Bajo Condici�n,Barahona,4,Febrero,2019
Amenaza De Incendio (436),Barahona,2,Febrero,2019
Amenaza De Muerte O Destrucci�n De Bienes,Barahona,63,Febrero,2019
Atraco,Barahona,2,Febrero,2019
Atribuci�n De Los Juzgados De Paz,Barahona,2,Febrero,2019
Calificaci�n Asesinato (296),Barahona,1,Febrero,2019
Calificaci�n Premeditaci�n (297),Barahona,1,Febrero,2019
Chantaje Con Uso Alta Tecnolog�a (articulo 16),Barahona,2,Febrero,2019
C�digo Penal Dominicano (art. 308).,Barahona,1,Febrero,2019
Complicidad Trafico Il�cito Migrantes (articulo 6),Barahona,1,Febrero,2019
Condiciones Porte De Armas/ Fabricacion (3),Barahona,1,Febrero,2019
Conflictos Sociales,Barahona,22,Febrero,2019
Control De Uso De Armas Ley No. 631-16,Barahona,30,Febrero,2019
Cuando El Sustractor O Seductor Se Case Con La Agraviada,Barahona,1,Febrero,2019
Cuando Se Ocasionan Abusos F�sicos,Barahona,10,Febrero,2019
Cuando Se Ocasionan Abusos Psicol�gicos,Barahona,7,Febrero,2019
Cuando Se Ocasionan Abusos Sexuales,Barahona,9,Febrero,2019
Culpable De Homicidio (304 P�rrafo Ii),Barahona,2,Febrero,2019
Da�os A La Cosa Ajena (479 {contravenci�n}),Barahona,16,Febrero,2019
Definicion Asociacion Malhechores (265),Barahona,1,Febrero,2019
Definici�n Asociaci�n Malhechores (265),Barahona,14,Febrero,2019
Definici�n Trafico Il�cito Migrante (articulo 1-F),Barahona,1,Febrero,2019
Delito Droga En Inmueble (85-G),Barahona,2,Febrero,2019
Delito Ley 426-07 (articulo 1 Literal J),Barahona,1,Febrero,2019
Difamaci�n (367),Barahona,37,Febrero,2019
Difamaci�n Por Alta Tecnolog�a (articulo 21),Barahona,4,Febrero,2019
Distribuci�n De Droga (5-B),Barahona,5,Febrero,2019
Distribuci�n O Venta De Droga (6-C),Barahona,5,Febrero,2019
Distribuidor O Vendedor De Droga (4-B),Barahona,2,Febrero,2019
Estafa Agravada (405 P�rrafo),Barahona,2,Febrero,2019
Estafa Simple (405),Barahona,10,Febrero,2019
Explotaci�n Sexual,Barahona,1,Febrero,2019
Golpes Y Heridas (309),Barahona,76,Febrero,2019
Homicidio (295),Barahona,8,Febrero,2019
Incendio En Propiedad Ajena (458),Barahona,1,Febrero,2019
Incesto,Barahona,2,Febrero,2019
Intento Agresi�n,Barahona,5,Febrero,2019
Intento De Robo (379),Barahona,4,Febrero,2019
Introducci�n Il�cita Migrantes (articulo 2),Barahona,1,Febrero,2019
Ley 136-03 (art. 396).,Barahona,7,Febrero,2019
Ley 136-03 (art. 396-A).,Barahona,3,Febrero,2019
Ley 136-03 (art. 396-B).,Barahona,3,Febrero,2019
Ley 136-03 C�digo Del Menor (articulo 63 Literal G)),Barahona,28,Febrero,2019
Ley 24-97 (309-3 Numeral D).,Barahona,6,Febrero,2019
Ley 24-97 (309-3 Numeral E).,Barahona,18,Febrero,2019
Ley 24-97 (art. 356).,Barahona,1,Febrero,2019
Ley 24-97(309-1),Barahona,62,Febrero,2019
Ley 24-97(309-2),Barahona,113,Febrero,2019
Ley 24-97(331),Barahona,3,Febrero,2019
Muertes,Barahona,1,Febrero,2019
Ni�as Y Adolescente,Barahona,13,Febrero,2019
Penetraci�n A La Vivienda De La Ex Pareja,Barahona,1,Febrero,2019
Proxenetismo,Barahona,1,Febrero,2019
Querella Estafa (articulo 237-F),Barahona,1,Febrero,2019
Querella Violaci�n De Propiedad (articulo 237-K),Barahona,1,Febrero,2019
Revelacion Autoridades Asociacion Malhechores (266 P�rrafo),Barahona,1,Febrero,2019
Robo (379),Barahona,115,Febrero,2019
Robo Agravado Con Armas (385),Barahona,2,Febrero,2019
Robo Cometido De Noche (386 Numeral 1),Barahona,4,Febrero,2019
Robo Con Escalamiento (397),Barahona,4,Febrero,2019
Robo De Animales En Los Campos (388),Barahona,3,Febrero,2019
Sancion Asociacion Malhechores (266),Barahona,4,Febrero,2019
Seducci�n,Barahona,9,Febrero,2019
Trabajo Pagado No Realizado (1),Barahona,2,Febrero,2019
Trabajo Realizado No Pagado (2),Barahona,7,Febrero,2019
Trafico Ilicito De Migrantes (articulo 1 Literal C),Barahona,1,Febrero,2019
Uso Armas De Fuego (85-D),Barahona,3,Febrero,2019
Venta Drogas Controladas (85-A),Barahona,12,Febrero,2019
Violaci�n De Propiedad Privada,Barahona,2,Febrero,2019
Violaci�n Sexual,Barahona,8,Febrero,2019
Violencia Contra La Mujer,Barahona,72,Febrero,2019
Violencia Delante De Ni�os,Barahona,9,Febrero,2019
Violencia Dom�stica O Intrafamiliar,Barahona,47,Febrero,2019
Violencia Intrafamiliar,Barahona,139,Febrero,2019
 Ley 24-97(309-1),Constanza,7,Febrero,2019
 Ley 24-97(309-2),Constanza,94,Febrero,2019
 Ley 24-97(309-6),Constanza,1,Febrero,2019
